"Year" "Month" "County" "Pollutant" "P_Mean" "Count"
"1" NA NA NA NA NA NA
"181" "2004" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 31.8363445971897 331
"5" "2004" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 27.06552024 306
"6" "2004" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 30.2732329227166 250
"7" "2004" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 21.3925731228501 253
"8" "2004" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 20.3649989930233 249
"9" "2004" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 18.749237446384 183
"10" "2004" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 21.8547906906977 169
"11" "2004" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 23.3122447746479 201
"12" "2004" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 25.7390294951923 206
"2" "2004" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 25.2447040932401 204
"3" "2004" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 27.5894725606796 227
"4" "2004" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 27.7663512847059 247
"13" "2005" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 24.5236337610209 281
"17" "2005" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 21.2738306769231 288
"18" "2005" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 22.3549635023041 280
"19" "2005" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 21.5275556442308 242
"20" "2005" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 18.1658882332506 269
"21" "2005" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 17.355460848329 213
"22" "2005" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 21.5917946666667 211
"23" "2005" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 22.5224563101737 204
"24" "2005" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 24.6528779870466 176
"14" "2005" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 26.1855785375 215
"15" "2005" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 29.6375047216495 232
"16" "2005" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 27.9091109503722 382
"25" "2006" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 23.2155586766169 345
"29" "2006" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 28.733779978022 266
"30" "2006" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 18.8631962781955 280
"31" "2006" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 16.7848594352332 258
"32" "2006" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 17.2195997971014 240
"33" "2006" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 20.7432707595908 202
"34" "2006" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 20.0099996643519 244
"35" "2006" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 20.40225108 186
"36" "2006" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 25.2975748452088 202
"26" "2006" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 24.5414534147465 188
"27" "2006" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 31.4756885095238 219
"28" "2006" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 26.1459818251748 258
"37" "2007" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 27.359745 258
"41" "2007" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 25.3496703161954 286
"42" "2007" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 25.0374377880184 297
"43" "2007" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 19.1432087238095 245
"44" "2007" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 17.3637984009217 227
"45" "2007" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 19.0448224449761 225
"46" "2007" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 18.2746549515012 210
"47" "2007" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 21.7320005889145 200
"48" "2007" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 20.5647798442211 204
"38" "2007" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 28.0304838756614 213
"39" "2007" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 31.092069852381 215
"40" "2007" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 23.6500360322581 230
"49" "2008" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 22.7180939976581 326
"53" "2008" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 24.189007 357
"54" "2008" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 24.4205199721578 317
"55" "2008" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 19.6075298077859 286
"56" "2008" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 16.7455513957346 257
"57" "2008" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 18.2108186625616 241
"58" "2008" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 17.3670103064516 229
"59" "2008" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 17.9780548915663 220
"60" "2008" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 21.4783435346062 192
"50" "2008" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 28.4973195368664 198
"51" "2008" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 27.3504810071429 220
"52" "2008" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 24.4543357813954 239
"61" "2009" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 26.0871197775176 280
"65" "2009" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 21.2017147251309 283
"66" "2009" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 19.6494456533666 291
"67" "2009" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 16.8432887662651 270
"68" "2009" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 14.999269400463 257
"69" "2009" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 13.5461332613909 261
"70" "2009" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 16.6407023487298 226
"71" "2009" "8" "Los Angeles" "Nitrogen dioxide (NO2)" 18.7053163571429 216
"72" "2009" "9" "Los Angeles" "Nitrogen dioxide (NO2)" 21.0575764605911 196
"62" "2009" "10" "Los Angeles" "Nitrogen dioxide (NO2)" 21.413968842723 286
"63" "2009" "11" "Los Angeles" "Nitrogen dioxide (NO2)" 28.4063888004926 254
"64" "2009" "12" "Los Angeles" "Nitrogen dioxide (NO2)" 25.2759132224824 263
"73" "2010" "1" "Los Angeles" "Nitrogen dioxide (NO2)" 25.6414740390456 273
"77" "2010" "2" "Los Angeles" "Nitrogen dioxide (NO2)" 22.15847595 262
"78" "2010" "3" "Los Angeles" "Nitrogen dioxide (NO2)" 18.7874383333333 291
"79" "2010" "4" "Los Angeles" "Nitrogen dioxide (NO2)" 14.2367425777778 244
"80" "2010" "5" "Los Angeles" "Nitrogen dioxide (NO2)" 13.1786242603939 253
"81" "2010" "6" "Los Angeles" "Nitrogen dioxide (NO2)" 12.9541447136465 179
"82" "2010" "7" "Los Angeles" "Nitrogen dioxide (NO2)" 14.7945374874715 206
